check,passed,detail
train/loss_step:2024:alpha0p25:step_grid,True,observed=310;expected=310
wandb_export_2026-07-29T09_47_34.647+08_00.csv:2024:alpha0:run_name_consistent,True,mainconf_r1_block_alpha_confirmatory_alpha0_seed2024_20260727T105514+0000
train/loss_step:2024:alpha0:finite,True,points=310
train/loss_step:2024:alpha0:min_max_mirror,True,points=310
train/loss_step:2024:alpha0:step_grid,True,observed=310;expected=310
train/loss_step:identity_grid,True,"observed=[(2024, 'alpha0'), (2024, 'alpha0p25'), (2024, 'alpha0p50'), (2024, 'alpha0p75'), (2025, 'alpha0'), (2025, 'alpha0p25'), (2025, 'alpha0p50'), (2025, 'alpha0p75')]"
wandb_export_2026-07-29T09_47_41.076+08_00.csv:nonempty,True,rows=63
wandb_export_2026-07-29T09_47_41.076+08_00.csv:headers,True,base_headers=8
wandb_export_2026-07-29T09_47_41.076+08_00.csv:one_metric,True,metrics=['val/loss']
wandb_export_2026-07-29T09_47_41.076+08_00.csv:known_metric,True,val/loss
wandb_export_2026-07-29T09_47_41.076+08_00.csv:2025:alpha0p75:run_name_consistent,True,mainconf_r1_block_alpha_confirmatory_alpha0p75_seed2025_20260728T000933+0000
val/loss:2025:alpha0p75:finite,True,points=63
val/loss:2025:alpha0p75:min_max_mirror,True,points=63
val/loss:2025:alpha0p75:step_grid,True,observed=63;expected=63
wandb_export_2026-07-29T09_47_41.076+08_00.csv:2025:alpha0p50:run_name_consistent,True,mainconf_r1_block_alpha_confirmatory_alpha0p50_seed2025_20260728T000933+0000
val/loss:2025:alpha0p50:finite,True,points=63
val/loss:2025:alpha0p50:min_max_mirror,True,points=63
val/loss:2025:alpha0p50:step_grid,True,observed=63;expected=63
wandb_export_2026-07-29T09_47_41.076+08_00.csv:2025:alpha0p25:run_name_consistent,True,mainconf_r1_block_alpha_confirmatory_alpha0p25_seed2025_20260728T000933+0000
val/loss:2025:alpha0p25:finite,True,points=63
val/loss:2025:alpha0p25:min_max_mirror,True,points=63
val/loss:2025:alpha0p25:step_grid,True,observed=63;expected=63
wandb_export_2026-07-29T09_47_41.076+08_00.csv:2025:alpha0:run_name_consistent,True,mainconf_r1_block_alpha_confirmatory_alpha0_seed2025_20260728T000933+0000
val/loss:2025:alpha0:finite,True,points=63
val/loss:2025:alpha0:min_max_mirror,True,points=63
val/loss:2025:alpha0:step_grid,True,observed=63;expected=63
wandb_export_2026-07-29T09_47_41.076+08_00.csv:2024:alpha0p75:run_name_consistent,True,mainconf_r1_block_alpha_confirmatory_alpha0p75_seed2024_20260727T105514+0000
val/loss:2024:alpha0p75:finite,True,points=63
val/loss:2024:alpha0p75:min_max_mirror,True,points=63
val/loss:2024:alpha0p75:step_grid,True,observed=63;expected=63
wandb_export_2026-07-29T09_47_41.076+08_00.csv:2024:alpha0p50:run_name_consistent,True,mainconf_r1_block_alpha_confirmatory_alpha0p50_seed2024_20260727T105514+0000
val/loss:2024:alpha0p50:finite,True,points=63
val/loss:2024:alpha0p50:min_max_mirror,True,points=63
val/loss:2024:alpha0p50:step_grid,True,observed=63;expected=63
wandb_export_2026-07-29T09_47_41.076+08_00.csv:2024:alpha0p25:run_name_consistent,True,mainconf_r1_block_alpha_confirmatory_alpha0p25_seed2024_20260727T105514+0000
val/loss:2024:alpha0p25:finite,True,points=63
val/loss:2024:alpha0p25:min_max_mirror,True,points=63
val/loss:2024:alpha0p25:step_grid,True,observed=63;expected=63
wandb_export_2026-07-29T09_47_41.076+08_00.csv:2024:alpha0:run_name_consistent,True,mainconf_r1_block_alpha_confirmatory_alpha0_seed2024_20260727T105514+0000
val/loss:2024:alpha0:finite,True,points=63
val/loss:2024:alpha0:min_max_mirror,True,points=63
val/loss:2024:alpha0:step_grid,True,observed=63;expected=63
val/loss:identity_grid,True,"observed=[(2024, 'alpha0'), (2024, 'alpha0p25'), (2024, 'alpha0p50'), (2024, 'alpha0p75'), (2025, 'alpha0'), (2025, 'alpha0p25'), (2025, 'alpha0p50'), (2025, 'alpha0p75')]"
metric_families_exact,True,"observed=['lr/adamw', 'lr/matrix', 'memory/k_state_mib', 'memory/optimizer_state_mib', 'memory/peak_allocated_mib', 'performance/step_avg_ms', 'time/train_s', 'train/loss_step', 'val/loss']"
run_identity_grid_exact,True,"observed=[(2024, 'alpha0'), (2024, 'alpha0p25'), (2024, 'alpha0p50'), (2024, 'alpha0p75'), (2025, 'alpha0'), (2025, 'alpha0p25'), (2025, 'alpha0p50'), (2025, 'alpha0p75')]"
matched_official_source_checks,True,PRIVATE_PATH_REDACTED
seed2026_source_checks,True,PRIVATE_PATH_REDACTED
three_seed_summary_grid,True,rows=18
seed2024:shared_initial_validation,True,values=[np.float64(10.9462)]
seed2025:shared_initial_validation,True,values=[np.float64(10.9869)]
seed2026:shared_initial_validation,True,values=[np.float64(10.979)]
seed2024:lr/adamw:matches_block4_grid,True,points=311
seed2024:lr/adamw:matches_block4_values,True,points=311;maximum_abs_delta=8.9338259012805565e-17;atol=1e-15;rtol=0
seed2024:lr/matrix:matches_block4_grid,True,points=311
seed2024:lr/matrix:matches_block4_values,True,points=311;maximum_abs_delta=8.8904578143811364e-17;atol=1e-15;rtol=0
seed2024:val/loss:matches_block4_grid,True,points=63
seed2025:lr/adamw:matches_block4_grid,True,points=311
seed2025:lr/adamw:matches_block4_values,True,points=311;maximum_abs_delta=8.9338259012805565e-17;atol=1e-15;rtol=0
seed2025:lr/matrix:matches_block4_grid,True,points=311
seed2025:lr/matrix:matches_block4_values,True,points=311;maximum_abs_delta=8.8904578143811364e-17;atol=1e-15;rtol=0
seed2025:val/loss:matches_block4_grid,True,points=63
